"Story","Title","Result","Date","Stability","Duration (s)"
"Validacion de resultados de una busqueda Realizada a trav�s de un e-commerce","Validacion de ordenamiento de resultados acorde a la opcion seleccionada","SUCCESS","2019-09-08T18:35:40.6959985-05:00[America/Bogota]","0.0","66.98"
